age,job,marital,education,race,default,balance,housing,contact,duration,contactndays,signed up,gender
37,management,married,tertiary,white,no,1852,no,cellular,117,370,0,m
43,management,married,tertiary,hispanic,no,13044,no,cellular,36,-1,0,m
56,management,married,tertiary,white,no,1803,no,cellular,305,-1,0,m
62,retired,married,secondary,white,no,1486,no,cellular,56,-1,0,m
58,blue-collar,married,primary,asian,no,0,no,telephone,181,-1,0,m
25,student,single,secondary,white,no,679,no,cellular,297,94,1,m
39,technician,divorced,secondary,hispanic,no,385,no,cellular,143,93,0,m
48,entrepreneur,married,secondary,hispanic,no,4037,no,unknown,23,-1,0,m
46,housemaid,single,primary,hispanic,no,10889,no,cellular,167,-1,0,f
41,management,married,tertiary,asian,no,1391,no,cellular,537,-1,0,f
50,self-employed,married,primary,hispanic,no,0,no,cellular,125,-1,0,m
22,student,single,tertiary,white,no,1161,no,cellular,119,-1,0,f
26,student,married,secondary,asian,no,289,no,cellular,220,-1,0,f
42,technician,married,secondary,white,no,1013,no,cellular,117,-1,0,m
30,management,single,tertiary,black,no,4210,no,cellular,796,-1,1,m
48,services,married,secondary,white,no,651,no,cellular,228,196,0,m
48,technician,married,primary,hispanic,no,4656,no,cellular,44,-1,0,f
36,housemaid,single,secondary,white,no,28,no,cellular,149,-1,0,m
32,admin.,single,secondary,black,no,781,no,cellular,305,-1,0,m
48,blue-collar,married,primary,hispanic,no,1092,no,cellular,79,172,0,f
52,management,married,tertiary,asian,no,659,no,cellular,517,-1,0,m
30,blue-collar,single,secondary,hispanic,no,522,no,cellular,197,-1,0,f
31,technician,married,unknown,black,no,14533,no,cellular,245,-1,1,m
36,admin.,married,secondary,asian,no,0,no,unknown,80,-1,0,m
25,student,single,secondary,black,no,703,no,cellular,1100,-1,0,m
42,technician,married,tertiary,asian,no,250,no,cellular,213,-1,0,f
56,services,married,secondary,white,no,9,no,cellular,285,-1,0,m
27,services,single,secondary,black,yes,-1,no,cellular,60,-1,0,f
47,management,married,tertiary,hispanic,no,4495,no,cellular,156,-1,0,m
61,retired,married,secondary,black,no,1058,no,cellular,277,92,0,m
42,technician,married,primary,black,no,275,no,cellular,51,-1,0,f
60,retired,married,unknown,hispanic,no,209,no,cellular,391,106,1,f
39,technician,married,secondary,asian,no,0,no,cellular,281,-1,0,m
58,retired,married,primary,asian,no,701,no,cellular,137,-1,0,m
29,technician,single,secondary,black,no,3527,no,cellular,171,-1,0,f
39,technician,single,secondary,hispanic,no,2321,no,unknown,203,-1,0,f
36,management,single,tertiary,asian,no,1379,no,cellular,189,186,1,f
33,technician,married,secondary,black,no,1940,no,cellular,46,-1,0,f
56,admin.,divorced,secondary,asian,no,1693,no,cellular,238,442,1,f
71,retired,married,primary,asian,no,2171,no,cellular,625,-1,0,m
31,admin.,single,secondary,white,no,338,no,cellular,155,-1,0,f
85,retired,married,primary,asian,no,98,no,cellular,416,-1,1,m
34,admin.,single,secondary,black,no,10,no,cellular,162,173,0,f
34,management,single,tertiary,white,no,1336,no,cellular,217,-1,0,m
31,services,single,secondary,black,no,0,no,cellular,243,-1,0,f
34,technician,single,secondary,hispanic,no,0,no,cellular,54,-1,0,f
37,management,married,secondary,hispanic,yes,33,no,cellular,117,-1,0,m
43,retired,single,primary,asian,no,140,no,telephone,52,-1,0,f
36,technician,single,secondary,white,no,0,no,cellular,121,-1,0,f
30,technician,single,tertiary,asian,no,1,no,cellular,88,-1,0,f
46,blue-collar,married,secondary,black,no,689,no,cellular,121,-1,0,m
25,management,single,tertiary,white,no,436,no,cellular,132,-1,0,m
43,technician,married,secondary,black,no,4056,no,cellular,13,89,0,f
48,management,married,tertiary,white,no,0,no,cellular,1423,-1,0,f
58,technician,married,secondary,black,no,673,no,telephone,28,-1,0,f
32,management,single,tertiary,black,no,697,no,cellular,119,99,0,m
47,services,divorced,secondary,black,no,829,no,unknown,466,-1,0,m
28,services,single,secondary,hispanic,no,1347,no,telephone,317,108,0,m
35,management,married,tertiary,asian,no,8000,no,cellular,331,90,1,m
55,technician,divorced,secondary,hispanic,no,3450,no,cellular,110,-1,0,m
74,retired,married,tertiary,white,no,4912,no,telephone,268,181,0,m
33,admin.,single,secondary,hispanic,no,-15,no,telephone,326,350,0,m
56,blue-collar,married,primary,asian,no,115,no,telephone,111,-1,0,f
33,management,single,tertiary,hispanic,yes,-5,no,cellular,127,-1,0,f
30,technician,married,tertiary,white,no,141,no,cellular,166,-1,0,m
49,self-employed,married,tertiary,hispanic,no,599,no,cellular,174,-1,0,f
41,management,married,tertiary,hispanic,no,254,no,cellular,183,294,1,f
52,services,married,secondary,asian,no,-298,no,cellular,228,-1,0,f
31,housemaid,single,secondary,asian,no,540,no,unknown,227,-1,0,m
39,services,married,secondary,black,no,53,no,unknown,257,394,1,f
43,housemaid,married,primary,white,no,25,no,cellular,121,-1,0,f
28,management,single,tertiary,black,no,5474,no,cellular,181,191,0,f
40,unemployed,married,primary,black,no,400,no,unknown,317,-1,0,f
49,services,divorced,secondary,black,no,947,no,unknown,808,-1,1,f
34,technician,married,tertiary,hispanic,no,23,no,cellular,289,-1,0,m
49,management,divorced,tertiary,black,no,5223,no,cellular,86,-1,0,m
26,self-employed,single,tertiary,black,no,560,no,telephone,122,-1,0,f
40,admin.,married,tertiary,asian,no,1108,no,cellular,170,112,0,f
49,management,married,secondary,hispanic,no,249,no,telephone,234,-1,1,m
36,technician,divorced,secondary,black,no,1285,no,unknown,230,-1,0,m
48,unemployed,married,primary,asian,no,484,no,cellular,399,-1,0,m
33,technician,single,secondary,asian,no,9,no,cellular,145,-1,0,f
55,management,married,tertiary,black,no,10065,no,unknown,50,-1,0,m
58,technician,married,tertiary,asian,no,0,no,cellular,540,-1,0,f
27,technician,single,secondary,hispanic,no,223,no,cellular,253,192,0,m
40,management,married,tertiary,hispanic,no,409,no,cellular,111,-1,0,m
36,technician,married,secondary,asian,no,480,no,cellular,213,-1,1,f
41,technician,divorced,secondary,black,no,1545,no,cellular,183,-1,0,f
37,blue-collar,married,secondary,black,no,236,no,cellular,438,-1,0,f
79,retired,married,primary,asian,no,3481,no,telephone,82,-1,0,f
59,technician,married,secondary,black,no,2342,no,telephone,226,-1,0,m
32,management,single,tertiary,black,no,2233,no,cellular,85,-1,0,m
71,retired,divorced,secondary,black,no,3104,no,telephone,271,187,0,f
31,admin.,divorced,secondary,white,no,1210,no,cellular,350,-1,0,m
32,technician,married,secondary,hispanic,no,1119,no,cellular,371,-1,0,f
27,management,single,tertiary,white,no,207,no,telephone,240,-1,0,f
31,services,married,secondary,white,no,395,no,cellular,174,-1,0,f
48,management,married,primary,asian,no,312,no,cellular,1186,-1,0,f
51,management,divorced,tertiary,hispanic,no,119,no,cellular,200,165,0,m
41,admin.,divorced,secondary,black,no,3823,no,cellular,234,-1,0,m
32,management,married,tertiary,black,no,312,no,cellular,67,-1,0,m
60,services,married,tertiary,asian,no,6557,no,cellular,214,-1,0,f
29,management,married,tertiary,black,no,4328,no,cellular,121,-1,0,f
49,admin.,married,tertiary,hispanic,no,6574,no,cellular,138,-1,1,f
23,management,single,tertiary,hispanic,no,1506,no,cellular,131,-1,1,f
36,housemaid,married,primary,white,no,622,no,unknown,55,-1,0,f
52,blue-collar,married,secondary,asian,no,580,no,cellular,965,-1,1,f
42,management,married,unknown,asian,no,1519,no,cellular,230,92,1,m
31,entrepreneur,married,secondary,hispanic,no,15,no,cellular,190,-1,0,m
31,technician,single,unknown,black,no,365,no,unknown,257,-1,0,m
56,retired,married,primary,hispanic,no,63,no,cellular,122,-1,0,f
57,management,married,tertiary,hispanic,no,2681,no,cellular,266,-1,1,m
49,entrepreneur,married,secondary,black,no,27,no,unknown,131,-1,0,f
52,admin.,married,primary,asian,no,2390,no,cellular,216,-1,0,m
36,housemaid,married,primary,white,no,-125,no,cellular,91,-1,0,f
48,blue-collar,married,secondary,hispanic,no,1513,no,cellular,1171,-1,0,m
45,technician,married,secondary,asian,no,581,no,cellular,156,-1,0,f
45,technician,married,secondary,asian,no,34,no,cellular,333,-1,0,f
32,management,single,tertiary,asian,no,0,no,cellular,57,-1,0,m
53,admin.,divorced,secondary,black,no,-112,no,unknown,394,-1,0,m
58,retired,married,unknown,white,no,911,no,cellular,178,-1,0,m
57,admin.,married,secondary,hispanic,no,169,no,cellular,369,-1,1,f
29,services,married,secondary,black,no,317,no,cellular,229,-1,0,m
39,management,married,tertiary,asian,no,839,no,cellular,365,774,0,m
27,entrepreneur,married,secondary,asian,no,2329,no,telephone,131,-1,1,m
21,student,single,primary,black,no,423,no,telephone,287,285,1,f
40,technician,married,secondary,white,no,4298,no,cellular,221,-1,0,m
35,blue-collar,divorced,secondary,black,no,275,no,cellular,144,-1,0,f
36,technician,married,secondary,white,no,1659,no,cellular,126,-1,0,m
36,technician,married,secondary,hispanic,no,4587,no,unknown,271,-1,0,f
24,student,single,secondary,hispanic,no,1957,no,cellular,113,-1,0,f
32,services,single,secondary,hispanic,no,-23,no,cellular,185,305,0,m
61,retired,married,secondary,asian,no,5196,no,telephone,244,95,0,m
45,admin.,married,secondary,black,no,434,no,cellular,180,-1,0,m
56,retired,married,secondary,asian,no,728,no,cellular,163,110,0,f
77,unknown,married,unknown,black,no,397,no,telephone,207,185,0,f
38,technician,married,secondary,hispanic,no,-6,no,cellular,700,-1,0,f
52,management,married,secondary,black,no,4873,no,cellular,99,-1,0,m
26,student,married,tertiary,black,no,8750,no,cellular,98,-1,0,m
32,management,married,tertiary,white,no,4945,no,cellular,160,119,1,m
23,blue-collar,single,primary,black,no,382,no,cellular,74,108,0,m
50,blue-collar,married,secondary,white,no,887,no,unknown,287,-1,0,f
38,technician,married,secondary,white,no,6728,no,cellular,232,96,1,f
60,admin.,married,primary,asian,no,41,no,cellular,140,-1,0,f
53,technician,married,tertiary,white,no,9001,no,cellular,170,-1,1,f
44,management,single,tertiary,hispanic,no,1356,no,cellular,264,134,0,m
64,retired,married,tertiary,black,no,1644,no,telephone,569,-1,1,f
43,unemployed,married,tertiary,asian,no,0,no,cellular,745,281,1,m
31,student,single,unknown,white,no,640,no,cellular,92,-1,0,m
44,management,married,tertiary,hispanic,no,736,no,cellular,71,-1,0,f
35,self-employed,married,secondary,hispanic,no,-3,no,unknown,438,-1,0,f
27,student,single,unknown,hispanic,no,3511,no,cellular,300,-1,0,f
51,unknown,married,unknown,white,no,12,no,unknown,45,-1,0,f
43,technician,married,secondary,asian,no,236,no,unknown,169,-1,0,f
38,admin.,married,tertiary,hispanic,no,4297,no,cellular,206,-1,1,m
36,unknown,married,secondary,asian,no,179,no,cellular,14,-1,0,m
49,blue-collar,married,secondary,black,no,360,no,cellular,168,-1,0,f
27,student,single,secondary,white,no,6036,no,cellular,175,181,1,m
47,blue-collar,married,secondary,black,no,323,no,unknown,385,-1,0,m
25,student,single,unknown,asian,no,10788,no,cellular,102,210,0,f
41,unemployed,married,tertiary,hispanic,no,0,no,cellular,81,-1,0,f
72,retired,married,primary,white,no,0,no,cellular,201,191,0,f
37,services,married,secondary,white,no,2678,no,cellular,156,-1,1,f
52,admin.,married,secondary,black,no,941,no,cellular,89,-1,0,m
49,services,married,secondary,black,yes,-249,no,cellular,234,-1,0,f
62,retired,married,secondary,black,no,2917,no,cellular,123,182,0,f
51,blue-collar,married,secondary,hispanic,no,950,no,cellular,377,-1,0,f
48,technician,single,secondary,asian,no,479,no,unknown,148,-1,0,m
48,admin.,married,secondary,asian,no,155,no,unknown,222,-1,0,f
48,technician,married,secondary,black,no,1526,no,cellular,273,-1,0,f
54,technician,married,secondary,asian,no,0,no,cellular,464,192,1,m
54,management,married,tertiary,black,no,37176,no,cellular,206,-1,0,m
40,blue-collar,married,secondary,asian,no,1451,no,cellular,117,121,1,m
31,technician,divorced,secondary,black,no,268,no,unknown,118,-1,0,f
47,management,married,tertiary,hispanic,no,866,no,unknown,7,-1,0,f
58,housemaid,divorced,primary,hispanic,no,0,no,cellular,965,-1,0,f
27,technician,single,secondary,white,no,90,no,cellular,82,-1,0,m
56,technician,married,secondary,hispanic,no,2558,no,unknown,288,-1,0,f
60,technician,divorced,secondary,white,no,-50,no,cellular,433,-1,0,m
37,admin.,single,secondary,asian,no,1003,no,cellular,259,-1,0,m
44,management,married,tertiary,white,no,1383,no,cellular,243,-1,0,f
29,management,single,tertiary,asian,no,1431,no,cellular,201,-1,0,f
42,management,married,tertiary,asian,no,37,no,cellular,299,-1,0,m
31,admin.,married,secondary,asian,no,23,no,cellular,322,-1,0,m
75,retired,married,secondary,black,no,3771,no,telephone,185,181,1,f
41,technician,single,tertiary,black,no,159,no,cellular,164,-1,0,m
27,technician,single,tertiary,asian,no,501,no,telephone,370,-1,0,m
37,technician,single,tertiary,white,no,197,no,cellular,234,87,1,f
29,unemployed,single,primary,white,no,1374,no,cellular,1205,178,1,f
46,unemployed,married,secondary,black,no,1040,no,telephone,542,78,0,f
34,technician,single,secondary,hispanic,no,258,no,cellular,103,-1,0,m
34,admin.,single,secondary,white,no,-32,no,cellular,89,103,0,m
39,blue-collar,married,secondary,asian,no,0,no,unknown,289,-1,0,f
33,admin.,married,secondary,hispanic,no,855,no,cellular,110,-1,1,m
45,technician,married,tertiary,asian,no,31630,no,cellular,209,-1,0,m
77,management,married,tertiary,asian,no,5619,no,cellular,189,-1,0,f
43,technician,married,secondary,white,yes,-313,no,cellular,89,-1,0,m
30,admin.,single,tertiary,asian,no,305,no,cellular,227,-1,1,f
72,retired,married,primary,asian,no,806,no,cellular,169,-1,0,m
52,management,married,tertiary,hispanic,no,583,no,cellular,376,181,1,f
57,blue-collar,divorced,primary,black,no,1299,no,cellular,142,-1,0,f
58,retired,married,primary,hispanic,no,5506,no,telephone,81,-1,0,f
58,admin.,married,secondary,black,no,5680,no,cellular,237,-1,0,m
58,retired,single,secondary,black,no,1640,no,cellular,72,274,0,m
26,student,single,unknown,hispanic,no,19,no,telephone,268,-1,0,f
57,entrepreneur,married,tertiary,white,no,0,no,telephone,390,-1,0,m
52,admin.,married,secondary,white,no,2851,no,telephone,35,-1,0,f
46,entrepreneur,divorced,secondary,white,no,-563,no,cellular,769,-1,1,f
58,retired,married,primary,black,no,0,no,cellular,566,-1,0,m
53,management,married,primary,hispanic,no,995,no,cellular,200,-1,0,m
53,management,married,tertiary,hispanic,no,597,no,unknown,392,-1,1,m
53,self-employed,single,secondary,white,no,186,no,cellular,92,-1,0,m
60,admin.,married,secondary,hispanic,no,3735,no,cellular,248,90,1,f
35,admin.,married,secondary,white,no,1476,no,unknown,209,-1,0,m
52,blue-collar,divorced,primary,asian,no,3990,no,cellular,1548,153,0,f
26,blue-collar,single,secondary,white,no,2007,no,cellular,194,92,1,f
52,self-employed,single,secondary,black,no,207,no,cellular,179,-1,0,m
40,self-employed,married,tertiary,black,no,1498,no,cellular,62,-1,0,m
32,blue-collar,single,tertiary,black,no,358,no,cellular,103,-1,0,m
33,admin.,single,tertiary,white,no,621,no,cellular,217,-1,0,m
60,housemaid,married,primary,white,no,0,no,unknown,138,-1,0,f
45,management,married,tertiary,white,no,-459,no,cellular,508,-1,0,f
35,services,single,secondary,asian,no,2223,no,cellular,499,-1,0,f
83,retired,married,unknown,white,no,4216,no,cellular,92,-1,0,m
41,entrepreneur,divorced,tertiary,hispanic,no,958,no,cellular,72,-1,0,f
23,student,single,tertiary,black,no,341,no,cellular,89,-1,0,m
35,technician,married,secondary,asian,no,31,no,cellular,390,-1,0,m
50,management,married,tertiary,asian,no,398,no,telephone,1567,-1,0,m
41,management,single,tertiary,asian,no,7595,no,cellular,1121,-1,0,m
57,entrepreneur,married,secondary,white,no,666,no,cellular,138,-1,0,m
38,services,married,secondary,hispanic,no,293,no,unknown,70,-1,0,f
31,technician,married,secondary,black,no,0,no,cellular,624,-1,0,f
35,admin.,married,secondary,black,yes,76,no,unknown,107,-1,0,m
50,management,married,tertiary,white,no,346,no,cellular,76,87,0,f
52,entrepreneur,divorced,secondary,asian,no,105,no,telephone,275,-1,0,m
51,technician,married,tertiary,white,no,0,no,cellular,662,66,1,f
41,management,married,tertiary,black,no,185,no,cellular,286,-1,0,m
78,retired,married,primary,black,no,2735,no,telephone,418,-1,0,f
50,management,married,secondary,asian,no,628,no,unknown,367,-1,0,f
52,technician,divorced,secondary,hispanic,no,204,no,cellular,134,-1,0,f
39,technician,married,tertiary,white,no,0,no,cellular,13,-1,0,m
37,blue-collar,married,primary,asian,no,0,no,telephone,108,306,0,m
26,admin.,married,secondary,white,no,284,no,unknown,11,-1,0,m
32,technician,single,secondary,black,no,12,no,cellular,173,-1,0,f
42,management,married,tertiary,hispanic,no,254,no,cellular,288,183,1,m
34,services,single,secondary,black,no,2257,no,telephone,568,-1,0,m
22,student,single,secondary,white,no,249,no,unknown,11,-1,0,m
26,student,single,secondary,black,no,620,no,cellular,104,-1,1,m
47,admin.,married,secondary,black,no,1647,no,cellular,39,-1,0,f
22,student,single,secondary,hispanic,no,2162,no,telephone,168,-1,0,f
26,student,single,secondary,black,no,141,no,cellular,128,-1,0,f
71,retired,divorced,tertiary,black,no,780,no,telephone,220,-1,0,m
59,housemaid,single,secondary,asian,no,26172,no,cellular,54,-1,0,m
53,retired,divorced,secondary,black,no,-24,no,unknown,303,-1,0,m
44,admin.,married,secondary,black,no,1696,no,unknown,139,-1,0,m
47,housemaid,divorced,secondary,white,no,26,no,cellular,48,-1,0,f
34,services,married,secondary,black,no,0,no,unknown,193,-1,0,f
57,blue-collar,married,primary,white,no,0,no,cellular,237,-1,0,f
49,blue-collar,married,primary,white,no,902,no,unknown,210,-1,0,m
45,unemployed,married,secondary,white,no,383,no,cellular,293,-1,0,f
41,unemployed,single,tertiary,asian,no,79,no,telephone,394,390,1,f
55,entrepreneur,divorced,tertiary,black,no,1730,no,cellular,156,-1,0,f
51,management,married,tertiary,white,no,2635,no,cellular,407,74,1,f
24,student,single,secondary,black,no,3176,no,cellular,108,-1,1,m
